178951220,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,534,0,534,0,534,0,0,534,0,0,534,0,534,0,0,588,0,534,0,0,534,0,0,534,0,534,0,534,0,0,534,0,534,0,534,0,534,0,0,534,0,534,0,534,0,534,0,534,0,0,534,0,534,0,534,0,534,0,0,534,0,588,0,534,0,534,0,0,534,0,534,0,534,0,0,534,0,534,0,0,588,0,0,534,0,534,0,534,0,0,588,0,534,0,0,534,0,0,534,0,0,534,0,534,0,534,0,0,534,0,0,534,0,0,534,0,0,534,0,0,534,0,0,534,0,0,534,0,0,534,0,0
168382725,33152,33210,33152,33210,33152,33210,33210,33152,33210,33210,33152,33210,33152,33210,33210,33152,33210,33210,33152,33210,33790,40750,37444,37622,41160,33562,41098,37328,33740,34718,37216,37908,38028,34080,34200,33674,34084,34602,34254,34316,34374,34602,34544,34602,34544,34602,34602,33450,33624,33624,33338,33624,33624,33624,33624,32990,33682,33338,33624,33624,33624,33624,32990,33624,33338,33624,33682,33624,33624,32990,33624,33624,33338,33624,33624,33624,33624,33048,33624,33338,33624,33624,33624,33624,32990,33624,33338,33682,33624,33624,33624,33334,33280,33624,33338,33624,33624,33624,33624,33048,33624,33338,33624,33624,33624,33624,32990,33624,33624,33396,33624,33624,33624,33566,33048,33624,33338,33624,33624,33624,33624,33048,33624,33338,33624,33624,33624,33624,32990,33624,33624,33396,33624,33624,33624,33624,32990,33624,33338,33624,33624,33624,33624,33048,33624,33338,33624,33624,33624,33624,33160,33454,33624,33396,33624,33624,33624,33624,32990,33624,33338,33624,33624,33624,33624,33048,33624,35476,35194,33624,33910,33624,33624,33222,33624,33106,33624,33624,33682,33624,33624,33222,33106,33624,33624,33624,33624,33624,33570,33516,56365,49542,298174,508772,518110,523392,523334,517534,521246,467248,10719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178038133,4152,5190,8877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5906,0,0,0,0,0,0,0,0,8805,1453,521,680,465,0,0,0,0,0,5906,576,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3138,12036,465,2133,563,6943,0,11812,521,521,1942,0,521,465,1998,521,0,1477,0,0,0,0,0,0,5906,8877,0,573,5752,1532,0,0,0,0,0,0,0,563,0,3539,9201,9453,680,0,680,521,0,0,0,0,0,0,0,0,0,7560,5906,0,576,0,0,0,0,0,0,0,0,10189,0,5906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560,0,0,0,0,0,0,0,0,0,0,0,0,5960,8877,8877,0,0,7173,2913,5536,573,629,1202,573,1585,1202,521,1529,1529,0,0,0,0,0,0,5906,465,6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3138,2768,522,1506,1202,0,0,0,0,8967,0,0,0,0,0,0,0,3138,4098,0,0,0,0,0,0,0,0,0,0,0,0,4094,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12298,1667,0,0,13146,0,0,0,0,0,4468,465,0,1903,1903,11807,10409,680,9288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3138,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171529329,4717,186,0,0,0,186,0,0,186,0,0,186,0,0,0,186,0,0,186,0,0,0,186,0,5971,3732,8312,3650,1856,1804,6167,0,0,186,0,5971,9027,6667,7676,3599,708,5884,9102,1748,3848,5981,0,186,0,3541,8411,3732,10789,1163,3732,1804,8312,7196,3546,3732,0,0,186,0,0,0,186,0,0,186,0,0,0,186,0,0,186,0,0,186,0,0,0,186,0,0,0,186,0,0,186,0,0,186,0,0,186,0,0,0,186,0,0,186,0,509,9194,5981,0,6120,7832,1804,6446,3217,3554,3554,6167,0,0,0,186,5971,7785,1934,5981,3546,5981,6167,0,0,0,186,0,0,0,186,0,0,186,0,0,0,186,0,0,6157,3552,1804,0,186,0,0,0,1978,8997,2911,1934,3546,1804,5981,6221,5981,3554,1990,7684,6669,2911,186,0,0,186,0,0,186,0,0,0,186,0,0,186,0,0,0,186,0,0,186,0,0,0,186,0,0,0,186,0,0,6157,3546,5397,4316,0,7729,5981,186,0,0,0,186,0,0,186,0,0,7776,1935,5981,5981,3554,186,0,0,186,0,0,186,0,0,0,186,5971,2331,7436,0,0,5971,186,0,0,186,0,0,186,0,0,0,186,0,0,6211,7785,3550,10292,4808,1163,5981,6167,1748,0,186,0,0,0,186,0,0,0,186,0,0,186,0,0,186,0,0,0,186,0,6025,5880,7495,1748,1804,186,5981,5356,0,186,0,0,186,0,0,0,186,0,0,0,186,0,0,186,0,0,186,0,0,186,0,0,186,0,0,0,6157,1748,0,5981,186,0,0,186,0,0,186,0,0,0,186,0,0,0,6157,6035,0,186,0,0,0,186,0,0,0,186,0,0,186,0,0,186,0,0,186,0,0,0,186,0,0,0,186,0,0,186,0,0,0,186,0,0,186,0,0,0,186,0,0,186,0,0,186,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7664,0,186,0,186,0,0,186,0,0,186,0,0,186,0,0,186,0,124,0,0,186,0,0,186,0,124,0,0,186,8938,8494,1748,186,0,186,0,0,6103,0,0,186,0,186,0,186,0,7721,186,4808,5423,7694,12094,8361,12094,7198,770,0,186,0,186,0,10047,5533,5981,186,0,186,0,0,186,0,186,0,186,0,0,186,0,186,5387,12786,0,186,0,0,6622,10123,8607,7733,7105,9184,7144,11277,6167,9892,7342,0,0,186,5917,9527,186,0,186,0,0,186,0,0,186,0,0,186,0,0,186,0,186,10044,11433,3740,9473,6089,1934,0,0,186,0,5387,12732,7729,9517,12148,7729,8312,0
171534797,1863,4198,2800,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,448,0,0,0,0,0,0,0,1867,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1867,455,0,0,0,0,0,0,448,1398,930,470,470,0,467,0,0,448,0,2332,470,468,468,465,938,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1867,0,920,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,448,0,0,0,0,0,0,455,0,0,0,0,0,455,455,2802,0,936,464,1856,0,3734,470,470,0,467,470,0,470,470,467,0,467,934,0,0,0,0,1867,3265,464,1867,2795,448,448,0,0,0,0,0,0,2336,932,937,2800,2800,940,465,470,470,0,0,0,0,0,0,0,0,0,1401,1867,465,470,0,0,0,0,448,0,0,0,932,0,1867,0,0,0,455,448,0,0,0,0,0,0,0,0,0,0,0,448,0,0,1401,455,0,0,0,0,0,0,0,0,0,0,0,1867,2800,2800,465,465,3262,465,2796,0,470,934,0,467,470,470,467,467,0,0,0,0,0,0,1867,0,1867,0,0,0,0,0,0,448,455,448,0,0,0,0,448,0,0,0,0,448,0,0,0,455,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2797,470,470,470,0,0,0,0,1398,0,0,0,0,0,896,0,0,1856,0,0,0,448,0,0,0,0,0,0,0,0,1397,921,448,0,0,0,0,0,0,0,0,0,0,455,448,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,448,0,0,2748,1402,0,0,3264,0,0,0,0,455,1401,1400,936,1402,468,3270,2800,470,3265,0,0,448,0,0,0,0,0,0,448,0,0,340,0,0,0,0,0,0,0,0,1383,1853,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,448,0,0,0,0,0
172940637,8435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9174,2556,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5274,521,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6009,1423,5284,1666,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10200,2592,7431,5194,10656,956,0,0,0,0,5220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9164,2370,0,0,0,0,0,0,0,0,6859,0,0,0,0,5220,1098,1152,0,0,0,0,0,0,0,0,0,0,0,0,5652,1149,1529,4657,0,0,5274,0,0,0,0,0,0,0,0,0,0,0,0,0,5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886991875,0,0,0,90,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,90,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,90,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,684,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,90,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,90,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,243,0,498359,823475,167795,405053,787597,288758,80545,427704,691967,310197,101609,428788,664170,291015,172375,424235,567121,344101,195432,390644,660316,284236,195718,457970,550163,307048,213684,477044,481513,322105,267304,547327,420143,277412,254658,481839,520672,260739,325033,476282,351667,148544,106907,102734,143503,71969,53109,107210,144957,53793,48043,65855,148306,59961,65440,108747,104195,54963,65556,119355,95325,70839,53704,126165,65835,89584,30047,144821,83143,65850,60013,113756,83693,72851,53945,109559,93437,78515,53793,120403,67559,83965,42082,139452,82352,52861,83425,102685,65227,76966,156455,107726,80202,59621,78175,111926,66638,92580,84511,89408,59824,88952,84726,97995,100222,646612,72121,99840,55624,88981,93001,96916,53859,100954,71735,89436,59469,95265,77577,83678,82944,88554,65747,101608,99773,71723,130442,107215,107215,155450,113803,143131,125512,107215,65380,94898,77701,94898,0
167773005,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,0,534,0,0,534,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,534,0,0,588,0,0,534,0,534,0,0,534,0,534,0,0,534,0,0,534,0,534,0,534,0,0,534,0,534,0,534,0,534,0,0,534,0,534,0,534,0,534,0,534,0,0,534,0,588,0,588,0,534,0,534,0,0,534,0,534,0,534,0,534,0,534,0,0,534,0,534,0,534,0,0,534,0,534,0,534,0,0,534,0,588,0,0,534,0,534,0,0,534,0,534,0,0,534,0,0,534,0,534,0,0,0,534,0,0,534,0,0,534,0,534,0,0,534,0,0,534,0,0,534,0,0,534,0,0,0,534,0,0
170318128,1384,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,455,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11214,4728,521,1636,465,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,7683,956,956,0,0,0,0,0,0,0,0,455,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,7683,3053,7845,3296,956,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4915,2316,3078,1903,15312,2108,0,0,0,0,8148,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12706,5054,0,0,0,0,0,0,0,0,10414,1997,0,455,0,6245,3296,956,956,0,0,0,0,0,0,0,0,0,0,0,7737,2541,2158,7138,0,0,7683,455,0,0,0,0,0,0,0,0,0,0,0,0,8138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172907017,5648,1801,0,0,186,0,0,186,0,0,0,186,0,0,0,186,0,0,186,0,0,186,0,0,0,186,0,0,0,186,0,0,186,0,0,0,186,0,0,186,0,0,0,186,0,0,186,0,0,186,0,0,0,186,0,0,186,0,0,186,0,0,0,186,0,0,0,186,0,7719,6167,3546,0,5971,186,1748,5971,186,0,0,0,186,0,0,186,0,0,6157,6503,7842,1163,186,0,0,186,0,0,0,186,0,0,186,0,0,0,186,0,0,186,0,0,0,186,0,0,186,0,0,0,186,0,0,0,186,0,0,186,0,0,0,186,0,5971,0,186,0,0,186,0,0,186,0,0,0,186,0,0,0,186,0,0,186,0,0,5971,1987,0,0,0,186,0,4120,7940,6275,0,5971,1801,6167,5971,5981,186,0,0,0,186,0,0,186,0,0,0,695,10334,2911,5981,6600,6667,1804,6275,5981,3546,186,0,0,0,6157,6143,3554,2096,8841,9156,3554,6167,0,0,0,186,0,0,186,5971,6500,5516,2042,0,0,186,0,0,186,5971,1748,3738,1804,3554,4818,7330,8949,6667,5981,6167,6500,9646,5916,10466,1163,0,186,0,5387,4130,3740,0,5971,6167,8372,2911,3794,0,8992,579,3732,5981,0,186,0,0,0,186,0,0,186,0,5971,6513,765,5981,11378,6751,7100,0,7729,6275,5406,8411,1748,707,1283,0,186,0,0,0,186,0,0,186,0,0,0,2507,9631,1801,1934,5387,6727,1804,6592,4869,0,1990,5981,0,186,0,0,0,186,0,0,186,1792,4179,7968,3551,8465,3546,6167,6035,1802,5981,1934,0,0,186,0,0,186,0,0,186,0,5971,3546,1934,6035,3546,1748,3795,2271,6637,4178,186,1804,2331,5802,3554,1748,0,186,0,0,186,0,0,186,0,0,186,0,0,186,0,0,186,0,0,4120,3838,0,5981,5981,6167,0,0,186,0,0,186,0,0,186,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,124,0,0,186,0,186,0,0,186,0,0,186,0,186,0,6493,9191,5356,7915,3552,11908,1934,0,186,0,0,186,7718,7853,0,186,0,186,0,0,186,0,7905,13143,7861,12070,186,0,0,186,0,7797,9535,5524,11908,10766,12541,5536,7731,6563,10645,5583,584,186,0,0,186,0,186,0,186,2850,6910,10214,8949,770,0,186,0,186,0,4066,8010,7210,12148,10057,3210,0,0,186,0,186,0,186,0,0,186,0,186,0,0,186,0,8488,13231,5927,186,0,186,0,0,186,0,0,6157,4130,6578,1990,7729,9719,9527,9527,13665,5591,0,7719,186,0,0,186,0,0,186,0,0,0,186,0
